004-pdm01ABABa1, 8.696310, 12.000000, 191.272, 0.02, 214.039, 0.096, 177.739, 0.014, 227.322, 0.074, 219.504, 0.024, 238.566, 0.11, 214.969, 0.034, 218.734, 0.006, -175.374, 0.071, 233.837, 0.096, 153.938, 0.055, 251.403, 0.104, 
004-pdm01ABABb1, 8.248420, 12.000000, 253.857, 0.073, 223.396, 0.018, 252.847, 0.079, 136.537, 0.027, 243.767, 0.087, 211.713, 0.022, 254.231, 0.091, 181.034, 0.03, 233.937, 0.083, 203.576, 0.019, 226.54, 0.089, 227.351, 0.027, 
004-pdm01ABBAa1, 9.064100, 12.000000, 219.766, 0.009, 235.801, 0.086, 225.883, 0.087, -139.473, 0.08, 189.223, 0.012, 164.986, 0.087, 237.168, 0.091, 184.556, 0.029, -110.991, 0.073, 217.915, 0.077, 171.742, 0.071, 205.617, 0.012, 
004-pdm01ABBAb1, 8.667400, 12.000000, 226.599, 0.079, 177.58, 0.028, 179.396, 0.018, 211.154, 0.079, 239.072, 0.083, 148.486, 0.031, 187.19, 0.027, 189.468, 0.079, 250.297, 0.078, 169.418, 0.019, 168.473, 0.021, 231.707, 0.081, 
004-pdm02ABABa1, 10.197900, 12.000000, 187.282, 0.026, 277.514, 0.096, 210.382, 0.025, 246.175, 0.116, 190.799, 0.037, 252.674, 0.092, 216.89, 0.022, 259.025, 0.103, 196.006, 0.02, 203.247, 0.057, 232.385, 0.013, 265.484, 0.076, 
004-pdm02ABABb1, 9.980070, 12.000000, 253.891, 0.087, 212.546, 0.02, 245.55, 0.085, 232.544, 0.035, 258.133, 0.079, 216.666, 0.03, 241.798, 0.082, 220.917, 0.029, 255.432, 0.103, 217.068, 0.036, 229.73, 0.074, 205.445, 0.028, 
004-pdm02ABBAa1, 9.448410, 12.000000, 208.661, 0.016, 277.22, 0.078, 271.611, 0.08, 245.469, 0.027, 221.937, 0.03, 239.975, 0.086, 237.39, 0.05, 197.881, 0.038, 197.919, 0.029, 244.194, 0.096, 239.083, 0.075, 226.829, 0.026, 
004-pdm02ABBAb1, 10.008100, 12.000000, 230.352, 0.083, 194.9, 0.04, 198.216, 0.022, 238.861, 0.076, 238.237, 0.073, 205.504, 0.04, 180.248, 0.005, 231.19, 0.058, 193.483, 0.062, 204.939, 0.051, 221.477, 0.029, 272.939, 0.075, 
004-pdm03ABABa1, 8.908140, 12.000000, 182.59, 0.222, 239.052, 0.064, 203.006, 0.027, 223.863, 0.043, 234.524, 0.027, 245.591, 0.066, 176.201, 0.035, 149.951, 0.059, 216.104, 0.027, 262.256, 0.051, 163.673, 0.038, 221.295, 0.045, 
004-pdm03ABABb1, 9.247420, 12.000000, 230.939, 0.048, 223.047, 0.027, 282.016, 0.054, 212.793, 0.026, 284.07, 0.046, 189.094, 0.029, 222.353, 0.052, 118.333, 0.03, 272.634, 0.056, 195.02, 0.032, 249.637, 0.054, 216.898, 0.021, 
004-pdm03ABBAa1, 9.067510, 12.000000, 187.737, 0.022, 279.604, 0.066, 252.966, 0.072, 204.065, 0.02, 195.349, 0.024, 261.704, 0.073, 257.795, 0.071, 183.927, 0.035, 246.569, 0.021, 258.57, 0.058, 227.532, 0.074, 203.673, 0.039, 
004-pdm03ABBAb1, 9.869270, 12.000000, 245.778, 0.075, 192.83, 0.028, 172.852, 0.013, 256.984, 0.082, 300.531, 0.073, 177.051, 0.04, 173.155, 0.022, 248.737, 0.052, 280.208, 0.059, 234.287, 0.027, 218.452, 0.028, 250.112, 0.056, 
004-pdm04ABABa1, 9.362390, 12.000000, 183.141, 0.015, 229.962, 0.064, 214.325, 0.022, 155.561, 0.005, 179.501, 0.019, -157.198, 0.062, 200.229, 0.015, 187.995, 0.049, 217.591, 0.016, 170.659, 0.027, 224.145, 0.013, 256.012, 0.087, 
004-pdm04ABABb1, 9.471130, 12.000000, 212.983, 0.07, 213.796, 0.014, 207.458, 0.067, 183.27, 0.022, 226.431, 0.066, 163.403, 0.037, 241.02, 0.065, 201.256, 0.034, 194.827, 0.044, 158.606, 0.016, 233.266, 0.071, 230.042, 0.021, 
004-pdm04ABBAa1, 9.177850, 12.000000, 175.502, 0.023, 232.51, 0.058, 201.724, 0.048, 165.739, 0.052, 195.841, 0.011, 210.512, 0.044, 153.449, 0.005, 137.453, 0.008, 192.084, 0.014, 203.416, 0.068, 191.706, 0.064, 234.063, 0.012, 
004-pdm04ABBAb1, 9.190500, 12.000000, 163.758, 0.071, 186.205, 0.015, 206.747, 0.021, 171.948, 0.087, -166.527, 0.005, 161.582, 0.009, 182.908, 0.027, 204.072, 0.071, 201.85, 0.061, 193.482, 0.027, 199.921, 0.005, 213.031, 0.006, 
004-pdm05ABABa1, 9.562310, 12.000000, 239.369, 0.017, 244.056, 0.068, 186.941, 0.018, 216.119, 0.083, 187.967, 0.021, 216.593, 0.06, 192.022, 0.022, 241.865, 0.066, 168.186, 0.021, 240.301, 0.075, 205.367, 0.024, 184.728, 0.084, 
004-pdm05ABABb1, 9.246350, 12.000000, 265.939, 0.08, -169.546, 0.014, 288.85, 0.085, 173.798, 0.018, 272.879, 0.083, 195.12, 0.015, 251.736, 0.067, 186.058, 0.018, 258.367, 0.07, 177.551, 0.017, 248.957, 0.068, 226.645, 0.019, 
004-pdm05ABBAa1, 9.202790, 12.000000, -175.325, 0.089, 242.175, 0.092, 211.47, 0.08, 188.731, 0.017, 184.67, 0.024, 239.584, 0.069, 222.289, 0.075, 161.72, 0.014, 192.117, 0.012, 234.938, 0.06, 206.961, 0.093, -107.94, 0.102, 
