039-pdm01ABABa1, 9.229450, 0.00236233057851, 206.517, 0.021, 229.932, 0.053, -137.32, 0.076, 201.55, 0.06, -127.569, 0.018, 223.885, 0.068, -154.902, 0.08, 216.194, 0.067, -156.994, 0.08, 152.194, 0.044, -148.679, 0.086, 207.793, 0.047,
039-pdm01ABABb1, 9.065900, 0.00107196694215, 261.969, 0.067, -138.774, 0.076, 214.707, 0.07, -134.608, 0.083, 248.811, 0.07, -188.293, 0.005, 246.813, 0.067, -148.978, 0.011, 242.93, 0.065, 176.995, 0.021, 286.248, 0.085, 198.647, 0.017,
039-pdm01ABBAa1, 8.359940, 0.0012687768595, 246.579, 0.034, 248.332, 0.083, 247.601, 0.077, -139.647, 0.026, -107.14, 0.083, 152.299, 0.091, 105.956, 0.005, -151.169, 0.077, -149.697, 0.081, 207.669, 0.086, 246.034, 0.058, -197.849, 0.081,
039-pdm01ABBAb1, 9.014080, 0.000584743801653, 238.21, 0.048, -146.743, 0.016, -133.517, 0.064, 259.431, 0.08, 239.052, 0.053, 200.155, 0.014, -135.545, 0.059, 230.96, 0.077, 272.23, 0.067, -142.705, 0.081, -127.885, 0.082, 228.193, 0.08,
039-pdm02ABABa1, 8.569680, 0.0230858677686, 235.239, 0.019, 321.271, 0.06, 279.636, 0.018, 264.351, 0.06, 287.444, 0.029, 284.561, 0.05, 279.383, 0.023, 278.387, 0.065, 264.718, 0.033, 283.963, 0.056, 246.708, 0.018, 299.238, 0.071,
039-pdm02ABABb1, 10.466300, 0.000330595041322, 298.132, 0.046, 251.283, 0.013, 287.074, 0.063, 252.019, 0.017, 300.496, 0.081, 246.417, 0.013, 248.68, 0.051, 231.439, 0.015, 282.587, 0.065, 241.943, 0.02, 262.472, 0.064, 241.208, 0.018,
039-pdm02ABBAa1, 10.511300, 0.000294016528926, 272.685, 0.013, 278.741, 0.049, 253.774, 0.047, 253.777, 0.015, 242.087, 0.044, 283.335, 0.038, 258.421, 0.041, 229.232, 0.013, 215.944, 0.018, 258.055, 0.043, 288.07, 0.054, 260.195, 0.01,
039-pdm02ABBAb1, 10.277500, 0.000658148760331, 249.45, 0.047, 237.912, 0.014, 239.177, 0.016, 284.72, 0.048, 267.128, 0.053, 179.186, 0.011, 273.239, 0.016, 263.603, 0.061, 254.022, 0.062, 252.109, 0.012, 245.057, 0.016, 252.564, 0.055,
039-pdm03ABABa1, 9.539850, 0.00166347107438, 202.233, 0.016, 209.322, 0.058, 225.334, 0.013, 246.82, 0.06, 260.338, 0.016, 222.979, 0.063, 197.32, 0.02, 264.317, 0.064, 228.998, 0.019, 287.315, 0.05, 218.942, 0.024, neg 54.2133, 0.0,
039-pdm03ABABb1, 8.882330, 0.00050626446281, 192.155, 0.145, 233.614, 0.018, 231.672, 0.059, 242.806, 0.014, 255, 0.068, 196.366, 0.021, 273.414, 0.079, 238.013, 0.015, 234.779, 0.056, 250.257, 0.029, 238.544, 0.056, 225.005, 0.017,
039-pdm03ABBAa1, 9.155400, 0.000378247933884, 230.081, 0.016, 255.157, 0.059, 218.438, 0.03, 169.872, 0.023, 223.142, 0.019, 253.913, 0.039, 215.339, 0.037, 146.389, 0.017, 194.971, 0.011, 249.131, 0.039, 247.694, 0.036, 186.765, 0.027,
039-pdm03ABBAb1, 8.990420, 0.00243838016529, 248.234, 0.032, 163.042, 0.014, 223.059, 0.012, 250.436, 0.053, 273.072, 0.032, 203.996, 0.012, 226.54, 0.013, 292.93, 0.062, 188.029, 0.026, 266.783, 0.055, 167.945, 0.012, 258.004, 0.048,
