001-pdm01ABABa1, 8.911610, 0.000463338842975, 175.109, 0.015, 249.606, 0.06, 218.274, 0.015, 240.349, 0.046, 233.043, 0.022, 233.769, 0.057, 244.77, 0.031, 240.695, 0.066, 191.835, 0.076, 227.37, 0.059, 234.566, 0.025, 224.252, 0.067,
001-pdm01ABABb1, 8.836150, 0.000755239669421, 219.853, 0.058, 230.115, 0.046, 301.697, 0.056, 281.276, 0.032, 282.034, 0.085, 194.71, 0.005, 231.142, 0.071, 214.613, 0.043, 304.605, 0.081, 256.597, 0.02, 270.292, 0.068, 207.27, 0.005,
001-pdm01ABBAa1, 9.113960, 0.000557173553719, 178.21, 0.026, 233.774, 0.069, 239.1, 0.08, -125.074, 0.015, 219.323, 0.028, 222.28, 0.049, 230.868, 0.04, 239.824, 0.028, 215.584, 0.039, 250.929, 0.064, 220.408, 0.066, -168.789, 0.071,
001-pdm01ABBAb1, 8.893220, 0.000593652892562, 235.779, 0.059, 180.387, 0.031, 225.538, 0.035, 280.853, 0.087, 258.753, 0.08, 244.53, 0.033, 219.041, 0.026, 272.021, 0.072, 263.159, 0.063, 173.821, 0.03, 185.015, 0.038, 239.643, 0.097,
001-pdm02ABABa1, 10.425900, 0.000294743801653, 206.625, 0.022, 243.152, 0.042, 244.006, 0.013, 271.463, 0.044, 250.242, 0.014, 277.428, 0.04, 231.713, 0.013, 261.139, 0.041, 215.185, 0.019, 278.352, 0.047, 218.78, 0.018, 275.47, 0.04,
001-pdm02ABABb1, 10.596200, 0.000213537190083, 276.568, 0.039, 219.666, 0.015, 268.705, 0.052, 255.814, 0.014, 293.892, 0.059, 252.879, 0.014, 286.973, 0.043, 257.308, 0.015, 261.475, 0.049, 254.48, 0.016, 247.551, 0.025, 214.392, 0.014,
001-pdm02ABBAa1, 10.375400, 0.000187867768595, 201.108, 0.014, 252.375, 0.052, 239.709, 0.046, 214.257, 0.014, 217.951, 0.017, 252.904, 0.039, 250.641, 0.034, 218.092, 0.013, 254.487, 0.024, 234.92, 0.047, 267.591, 0.072, 218.075, 0.023,
001-pdm02ABBAb1, 10.272400, 0.000660975206612, 275.881, 0.044, 193.06, 0.02, 253.149, 0.009, 279.776, 0.05, 289.655, 0.044, 256.43, 0.015, 276.114, 0.015, 270.658, 0.048, 277.277, 0.045, 251.465, 0.019, 250.002, 0.011, 257.374, 0.056,
001-pdm03ABABa1, 9.266930, 0.000425239669421, 200.082, 0.248, 240.604, 0.035, 210.456, 0.016, 260.363, 0.079, 218.495, 0.021, 255.628, 0.038, 206.585, 0.017, 232.365, 0.072, 231.719, 0.018, 211.522, 0.025, 229.95, 0.015, 254.304, 0.073,
001-pdm03ABABb1, 10.067400, 0.00148305785124, 195.683, 0.043, 215.608, 0.014, 262.699, 0.038, 172.456, 0.022, 229.843, 0.028, 166.735, 0.023, 249.896, 0.043, 242.683, 0.021, 212.015, 0.023, 243.45, 0.03, 178.367, 0.076, 151.593, 0.014,
001-pdm03ABBAa1, 9.493930, 0.000726958677686, 170.548, 0.015, 211.498, 0.038, 225.225, 0.033, 208.344, 0.015, -202.492, 0.081, 231.995, 0.035, 184.512, 0.027, 219.496, 0.013, 225.348, 0.015, 238.261, 0.044, 227.826, 0.03, 214.307, 0.015,
001-pdm03ABBAb1, 9.553570, 0.000288958677686, 263.658, 0.031, 190.901, 0.015, 217.701, 0.013, 239.692, 0.054, 244.091, 0.033, -205.173, 0.081, 206.992, 0.014, 238.173, 0.052, 216.797, 0.029, 225.299, 0.013, 222.014, 0.014, 244.655, 0.029,
001-pdm04ABABa1, 9.197520, 0.00072, 239.724, 0.019, 251.144, 0.054, 162.099, 0.019, 220.628, 0.062, 213.383, 0.015, 255.759, 0.069, 158.239, 0.015, 241.938, 0.061, 202.345, 0.019, 218.512, 0.052, 223.657, 0.013, 206.149, 0.059,
001-pdm04ABABb1, 8.927580, 0.000256743801653, 241.517, 0.062, 243.872, 0.034, 276.168, 0.071, 235.373, 0.025, 278.058, 0.06, 224.258, 0.032, 249.688, 0.07, 216.188, 0.037, 210.144, 0.033, 217.373, 0.025, 253.061, 0.039, 190.145, 0.024,
001-pdm04ABBAa1, 9.644380, 0.000110991735537, -124.58, 0.089, 243.607, 0.062, 204.93, 0.067, 132.952, 0.023, 202.817, 0.024, 249.34, 0.065, 229.53, 0.046, 215.108, 0.023, 201.871, 0.025, 246.663, 0.051, 220.018, 0.029, 224.983, 0.029,
001-pdm04ABBAb1, 9.708510, 0.00013932231405, 250.177, 0.048, 209.689, 0.018, 196.801, 0.025, 241.825, 0.046, 239.576, 0.043, 156.186, 0.02, 178.952, 0.02, 242.971, 0.039, 231.213, 0.045, 192.656, 0.026, 194.009, 0.02, 186.536, 0.048,
001-pdm05ABABa1, 9.229060, 0.000404231404959, 206.903, 0.028, 229.321, 0.073, 232.881, 0.019, 255.941, 0.077, 230.158, 0.022, 225.169, 0.045, 209.538, 0.021, 230.303, 0.054, 242.374, 0.016, 228.112, 0.062, 242.431, 0.018, 241.927, 0.091,
001-pdm05ABABb1, 9.805080, 0.011398446281, 219.725, 0.036, 221.749, 0.025, 206.015, 0.121, 232.043, 0.028, 241.806, 0.091, 184.133, 0.015, 256.708, 0.089, -148.117, 0.043, 230.976, 0.025, -119.32, 0.049, 173.799, 0.083, 210.788, 0.03,
001-pdm05ABBAa1, 9.168670, 0.000261239669421, 267.156, 0.021, 226.35, 0.081, 208.849, 0.055, 250.866, 0.024, 233.516, 0.03, 257.378, 0.085, 289.502, 0.072, 251.435, 0.032, 231.574, 0.029, 163.156, 0.098, 209.407, 0.057, 246.692, 0.049,
001-pdm05ABBAb1, 9.019030, 0.000215685950413, 204.302, 0.11, 253.508, 0.032, 147.317, 0.024, 249.653, 0.053, 287.079, 0.05, 261.05, 0.028, 258.365, 0.029, 271.143, 0.05, 273.629, 0.053, 235.894, 0.026, 229.346, 0.037, 211.377, 0.069,
001-pdm06ABABa1, 8.830290, 0.000440727272727, 286.925, 0.017, 274.582, 0.063, 237.07, 0.022, 209.124, 0.056, 259.094, 0.029, 249.109, 0.064, 264.115, 0.021, 226.349, 0.086, 254.746, 0.021, 163.24, 0.024, 246.18, 0.025, -207.483, 0.119,
001-pdm06ABABb1, 8.779350, 0.000213537190083, 276.799, 0.062, 219.058, 0.024, 206.871, 0.044, 228.676, 0.02, 227.408, 0.047, 234.19, 0.025, 227.146, 0.05, 270.09, 0.022, 250.387, 0.058, 245.763, 0.033, 243.869, 0.055, 236.886, 0.033,
001-pdm06ABBAa1, 9.227570, 0.00020147107438, 262.145, 0.025, 229.264, 0.052, 236.999, 0.045, 238.113, 0.021, 230.979, 0.028, 252.016, 0.057, 268.283, 0.055, 257.002, 0.028, 247.307, 0.026, 247.34, 0.053, 249.096, 0.046, 228.511, 0.017,
001-pdm06ABBAb1, 5.491820, 0.0664158842975, -188.008, 0.121, 256.784, 0.021, 245.734, 0.017, 216.986, 0.055, 231.136, 0.048, 241.495, 0.024, 220.935, 0.022, 242.972, 0.049, 226.762, 0.026, 233.881, 0.024, 218.648, 0.073, 205.885, 0.059,
001-pdm07ABABa1, 8.507710, 0.00131370247934, 277.895, 0.028, 261.257, 0.078, 230.634, 0.024, 253.685, 0.052, 240.212, 0.021, 282.783, 0.085, 250.531, 0.027, 273.331, 0.047, 192.288, 0.02, 211.49, 0.054, 229.231, 0.025, 148.147, 0.085,
001-pdm07ABABb1, 8.441170, 0.000966611570248, 190.612, 0.311, 325.165, 0.037, 324.448, 0.081, 310.336, 0.039, 323.865, 0.069, 314.828, 0.027, 331.333, 0.071, 323.249, 0.038, 296.493, 0.068, 283.454, 0.023, 325.661, 0.067, 281.02, 0.025,
001-pdm07ABBAa1, 8.830660, 0.000721421487603, 306.262, 0.021, 273.031, 0.037, 265.169, 0.044, 246.475, 0.021, 231.918, 0.02, 265.028, 0.063, 284.335, 0.051, 246.138, 0.044, 252.245, 0.017, 232.296, 0.017, 297.696, 0.071, -193.345, 0.085,
001-pdm07ABBAb1, 9.168160, 0.000755702479339, 209.671, 0.015, 275.259, 0.018, 262.898, 0.021, 315.354, 0.039, 248.324, 0.076, 306.315, 0.027, 273.812, 0.104, 238.222, 0.068, 294.86, 0.068, 225.633, 0.019, 256.113, 0.023, 269.909, 0.068,
001-pdm08ABABa1, 8.304490, 0.000351272727273, 289.563, 0.042, 277.573, 0.08, 245.217, 0.033, 298.812, 0.078, 254.991, 0.041, 251.754, 0.096, 165.779, 0.055, 294.538, 0.084, 218.272, 0.048, 263.549, 0.068, 247.708, 0.043, 282.864, 0.047,
001-pdm08ABABb1, 8.738240, 0.000453537190083, 307.206, 0.093, 199.771, 0.03, 251.329, 0.1, 206.981, 0.033, 288.611, 0.097, -154.356, 0.013, 250.662, 0.095, 182.68, 0.059, 266.54, 0.092, 193.485, 0.042, 274.908, 0.067, -138.166, 0.029,
001-pdm08ABBAa1, 8.987840, 0.000255702479339, 206.235, 0.021, 233.364, 0.074, 208.571, 0.079, 229.097, 0.031, 213.253, 0.03, 232.488, 0.073, 236.44, 0.069, 256.204, 0.033, 212.164, 0.033, 247.053, 0.061, 257.331, 0.075, 238.32, 0.029,
001-pdm08ABBAb1, 9.245180, 0.000170595041322, 278.453, 0.077, 200.398, 0.032, 205.976, 0.04, 258.861, 0.083, 234.433, 0.065, 224.095, 0.035, 201.923, 0.036, 214.678, 0.075, 224.559, 0.069, 217.889, 0.035, 206.845, 0.018, 185.13, 0.091,
001-pdm09ABABa1, 9.035400, 0.00113110743802, 269.513, 0.021, 275.099, 0.071, 239.039, 0.019, 129.239, 0.045, 217.141, 0.027, 270.239, 0.061, 244.614, 0.024, 261.888, 0.086, 253.418, 0.075, 260.768, 0.08, 226.884, 0.032, 242.82, 0.056,
001-pdm09ABABb1, 8.991030, 0.00103069421488, 214.608, 0.056, 178.508, 0.02, 236.401, 0.081, 240.033, 0.023, 141.08, 0.009, 244.652, 0.022, 259.754, 0.078, 230.207, 0.021, 226.827, 0.07, 209.184, 0.026, 218.392, 0.072, 235.102, 0.034,
001-pdm09ABBAa1, 8.843900, 0.000909719008264, 219.543, 0.03, 272.649, 0.07, 273.746, 0.053, 264.256, 0.026, 193.25, 0.032, 244.728, 0.059, 262.646, 0.053, 251.814, 0.02, 282.134, 0.034, 256.208, 0.061, 275.231, 0.077, 154.881, 0.019,
001-pdm09ABBAb1, 9.571580, 0.000368066115702, 246.43, 0.077, 243.646, 0.022, 221.765, 0.017, 215.017, 0.089, 293.498, 0.058, 238.519, 0.024, 272.406, 0.04, 252.899, 0.064, 261.834, 0.067, 301.652, 0.022, 265.565, 0.031, 165.946, 0.096,
001-pdm10ABABa1, 8.715090, 0.000618148760331, 229.964, 0.022, 247.38, 0.074, 255.573, 0.043, 295.098, 0.071, 249.575, 0.038, 250.722, 0.095, 224.816, 0.037, 289.285, 0.088, 282.409, 0.06, 181.125, 0.078, 213.119, 0.046, 242.51, 0.063,
001-pdm10ABABb1, 9.019340, 0.000363537190083, 316.926, 0.118, 263.426, 0.03, 280.82, 0.095, 241.534, 0.032, 277.092, 0.09, 212.948, 0.047, 267.306, 0.099, 192.789, 0.035, 285.917, 0.054, 202.569, 0.045, 252.361, 0.068, 189.729, 0.036,
