033-pdm01ABABa1, 9.076970, 0.00257550413223, 175.298, 0.043, 268.376, 0.079, -155.219, 0.015, 271.581, 0.06, 202.119, 0.005, 202.885, 0.044, -116.115, 0.043, 246.637, 0.055, -245.569, 0.089, 150.422, 0.063, 109.635, 0.015, 272.249, 0.103,
033-pdm01ABABb1, 8.762710, 0.000935090909091, 222.879, 0.051, -115.651, 0.078, 215.316, 0.11, -88.7498, 0.04, 298.201, 0.079, -122.769, 0.086, 204.646, 0.069, -133.485, 0.023, 255.845, 0.055, -136.426, 0.078, -198.935, 0.059, -115.692, 0.075,
033-pdm01ABBAa1, 9.123920, 0.00112497520661, 210.228, 0.02, 278.508, 0.054, 267.316, 0.055, 202.895, 0.029, 269.871, 0.032, 224.471, 0.071, 301.649, 0.077, -125.741, 0.091, 256.737, 0.031, 204.473, 0.064, 220.689, 0.049, 174.316, 0.016,
033-pdm01ABBAb1, 9.164430, 0.000867900826446, 163.19, 0.067, -126.924, 0.075, 175.301, 0.042, 120.68, 0.032, 227.384, 0.07, 123.353, 0.035, 240.812, 0.015, 159.501, 0.076, 267.398, 0.077, -155.003, 0.014, 151.745, 0.027, 262.601, 0.085,
033-pdm02ABABa1, 9.526130, 0.00258808264463, 219.341, 0.013, 229.318, 0.044, -195.673, 0.063, 233.754, 0.061, 167.4, 0.028, 195.098, 0.044, 218.8, 0.016, 233.829, 0.064, 231.906, 0.021, 176.496, 0.047, -138.013, 0.08, 219.092, 0.024,
033-pdm02ABABb1, 10.032800, 0.00111909090909, 191.976, 0.067, 210.183, 0.013, 227.51, 0.044, 202.735, 0.011, 195.723, 0.076, 179.089, 0.03, 170.033, 0.049, 142.726, 0.012, 223.658, 0.076, 241.41, 0.017, 189.713, 0.005, 187.263, 0.021,
033-pdm02ABBAa1, 9.989710, 0.000271173553719, 173.517, 0.014, 212.205, 0.042, 233.449, 0.059, -187.126, 0.005, -158.76, 0.02, 177.307, 0.069, 244.138, 0.037, 210.094, 0.026, 200.877, 0.013, 197.522, 0.071, 267.198, 0.044, 157.748, 0.017,
033-pdm02ABBAb1, 13.982200, 0.00708233057851, -164.721, 0.005, 188.561, 0.018, 183.648, 0.034, 112.835, 0.037, 198.145, 0.051, 115.811, 0.035, 153.411, 0.022, 147.197, 0.009, 203.056, 0.08, 111.029, 0.08, 191.034, 0.037, 196.407, 0.01,
033-pdm03ABABa1, 9.737630, 0.00276841322314, -111.626, 0.03, 209.424, 0.006, -180.536, 0.082, 186.716, 0.061, 199.174, 0.005, 271.718, 0.09, 255.291, 0.059, 255.068, 0.047, -146.277, 0.057, 236.36, 0.08, -138.508, 0.078, 134.292, 0.053,
033-pdm03ABABb1, 9.325520, 0.00335659504132, 215.5, 0.053, -171.442, 0.079, -158.786, 0.049, -148.121, 0.07, 260.136, 0.068, 156.626, 0.006, 241.677, 0.06, -189.266, 0.005, 281.603, 0.09, -158.842, 0.019, 269.893, 0.053, -169.092, 0.012,
033-pdm03ABBAa1, 9.277030, 0.00344710743802, 139.595, 0.025, 236.82, 0.06, 255.664, 0.045, -163.002, 0.02, -168.641, 0.083, 212.16, 0.053, 204.058, 0.042, -188.816, 0.078, 229.933, 0.015, 290.684, 0.09, 267.909, 0.053, -176.747, 0.077,
033-pdm03ABBAb1, 9.264860, 0.00481661157025, 267.275, 0.071, -160.752, 0.077, -155.183, 0.057, 210.749, 0.078, 243.055, 0.08, 149.521, 0.077, 235.752, 0.019, 141.062, 0.098, 302.711, 0.048, -214.666, 0.01, 228.876, 0.013, 224.859, 0.068,
033-pdm04ABABa1, 9.101300, 0.000480380165289, 212.761, 0.021, 211.963, 0.047, -131.093, 0.059, 172.718, 0.07, -143.601, 0.033, 180.175, 0.084, -147.666, 0.039, 128.088, 0.08, -158.108, 0.039, 169.25, 0.098, 205.767, 0.023, 128.642, 0.076,
033-pdm04ABABb1, 9.591020, 0.00057279338843, 213.299, 0.099, 188.525, 0.022, 195.853, 0.043, 197.644, 0.018, 259.314, 0.051, 202.856, 0.023, 224.865, 0.014, 225.515, 0.02, 265.698, 0.046, 198.286, 0.017, 232.71, 0.039, 182.974, 0.016,
033-pdm04ABBAa1, 9.574850, 0.00155314049587, 215.113, 0.017, 178.41, 0.038, 206.798, 0.055, 187.074, 0.018, 237.687, 0.026, 228.449, 0.06, 226.54, 0.055, 150.076, 0.009, -152.355, 0.026, 220.785, 0.052, 225.436, 0.038, 156.211, 0.06,
033-pdm04ABBAb1, 9.373170, 0.00117170247934, 219.834, 0.057, 151.266, 0.021, 172.411, 0.005, 158.237, 0.061, 231.101, 0.025, 166.825, 0.005, 137.136, 0.013, 228.519, 0.059, 224.559, 0.078, 164.457, 0.011, 180.63, 0.009, 138.013, 0.057,
033-pdm05ABABa1, 8.956150, 0.00161090909091, 162.328, 0.051, 181.319, 0.042, -184.459, 0.078, 246.013, 0.046, 210.153, 0.027, 250.273, 0.069, 179.76, 0.017, 190.057, 0.123, -156.815, 0.01, 208.58, 0.051, 250.298, 0.024, 175.327, 0.048,
