012-pdm01ABABa1, 11.588600, 0.0141432396694, 159.463, 0.027, 252.612, 0.056, 220.583, 0.015, 222.441, 0.063, 189.216, 0.018, 216.29, 0.042, 103.958, 0.007, 155.421, 0.005, 232.257, 0.018, 229.441, 0.062, 119.208, 0.008, 153.625, 0.026,
012-pdm01ABABb1, 9.509350, 0.000518446280992, 214.799, 0.071, 134.261, 0.024, 257.607, 0.07, 207.271, 0.017, 234.221, 0.088, 177.127, 0.022, 235.015, 0.079, 178.352, 0.033, 247.609, 0.081, -180.346, 0.091, 207.215, 0.097, 180.86, 0.03,
012-pdm01ABBAa1, 9.479130, 0.00060332231405, 204.525, 0.015, 224.1, 0.086, 219.195, 0.071, -192.515, 0.085, 172.599, 0.026, 271.962, 0.094, 273.198, 0.083, 191.908, 0.026, 234.481, 0.022, 238.234, 0.091, 169.727, 0.087, -160.787, 0.078,
012-pdm01ABBAb1, 8.925570, 0.000442694214876, 208.759, 0.069, -158.011, 0.079, -158.055, 0.086, 199.387, 0.079, 174.611, 0.027, -140.172, 0.098, -156.09, 0.094, 156.051, 0.095, 191.167, 0.052, 152.138, 0.05, -143.885, 0.077, 224.936, 0.091,
012-pdm02ABABa1, 10.644900, 0.00019626446281, 162.171, 0.015, 251.55, 0.071, 188.892, 0.023, 217.324, 0.063, 209.649, 0.012, 241.146, 0.069, 201.081, 0.02, 221.673, 0.04, -168.983, 0.079, 261.611, 0.063, 176.139, 0.02, 255.554, 0.072,
012-pdm02ABABb1, 10.305100, 0.000310809917355, 226.69, 0.061, 168.863, 0.011, 243.41, 0.071, 174.274, 0.013, 257.892, 0.062, -194.818, 0.076, 271.809, 0.046, 175.113, 0.022, 231.413, 0.026, 201.835, 0.022, 287.764, 0.035, 205.71, 0.012,
012-pdm02ABBAa1, 10.080900, 0.000526380165289, 144.186, 0.016, 246.953, 0.07, 236.826, 0.078, -181.43, 0.071, 202.955, 0.023, 249.602, 0.065, 198.868, 0.058, 123.793, 0.079, 172.393, 0.021, 247.7, 0.063, 218.215, 0.051, 148.684, 0.062,
012-pdm02ABBAb1, 10.733800, 0.00122424793388, 193.795, 0.057, 201.801, 0.013, 170.185, 0.024, 218.145, 0.052, 275.277, 0.096, 184.816, 0.017, 204.118, 0.029, 156.766, 0.07, 258.056, 0.059, 146.576, 0.028, 191.866, 0.023, 206.368, 0.052,
012-pdm03ABABa1, 9.992530, 0.00164859504132, 166.81, 0.015, 146.922, 0.047, 155.099, 0.012, 237.769, 0.044, 239.74, 0.017, 240.392, 0.038, 146.743, 0.012, 182.913, 0.03, 190.846, 0.012, 239.621, 0.037, 207.088, 0.019, 231.662, 0.039,
012-pdm03ABABb1, 9.765740, 0.00125523966942, 203.381, 0.06, 186.588, 0.017, 260.672, 0.077, 181.687, 0.012, 231.436, 0.047, 250.101, 0.032, -133.634, 0.07, 202.848, 0.045, 266.645, 0.075, 153.859, 0.016, 214.918, 0.044, 210.444, 0.075,
012-pdm03ABBAa1, 12.528700, 0.0138765950413, 162.263, 0.015, 223.419, 0.053, 225.848, 0.031, 171.823, 0.012, -170.954, 0.075, 196.522, 0.068, 253.54, 0.057, 96.2995, 0.033, 149.431, 0.008, 131.411, 0.043, 119.799, 0.005, 115.085, 0.025,
012-pdm03ABBAb1, 9.590430, 0.00271844628099, 255.224, 0.058, 210.58, 0.012, 174.895, 0.019, 210, 0.055, -221.485, 0.091, 185.422, 0.013, 173.278, 0.013, 238.094, 0.066, 199.466, 0.16, 174.945, 0.019, 232.022, 0.036, 150.494, 0.008,
012-pdm04ABABa1, 9.407140, 0.000385867768595, 160.211, 0.016, 223.757, 0.06, -171.884, 0.08, 153.477, 0.053, -199.189, 0.075, 155.617, 0.05, 149.788, 0.021, 142.467, 0.053, 163.083, 0.016, 144.202, 0.047, -158.833, 0.071, 200.057, 0.056,
012-pdm04ABABb1, 9.528390, 0.000415603305785, -137.031, 0.075, 216.592, 0.034, 227.268, 0.045, 139.137, 0.028, 184.107, 0.064, 174.173, 0.016, 202.323, 0.066, 190.744, 0.005, 184.882, 0.044, 141.049, 0.016, 183.503, 0.059, -170.215, 0.074,
012-pdm04ABBAa1, 9.689800, 0.000632925619835, -171.134, 0.075, 201.593, 0.062, 202.766, 0.043, 164.063, 0.025, 149.921, 0.016, 207.687, 0.079, 198.249, 0.072, 150.893, 0.025, -160.452, 0.075, 211.559, 0.078, 218.512, 0.058, -137.865, 0.071,
